Player,National Team,National Team Country,Group,Position,Club Name,Club Town,Club Country,Raw Club Name,Same Country
Marcus Berg,Sweden,Sweden,F,Forward,Al-Ain,Abu Dhabi,UAE,Al Ain,N
John Guidetti,Sweden,Sweden,F,Forward,Alaves,Vitoria-Gasteiz,Spain,Alaves,N
Ola Toivonen,Sweden,Sweden,F,Forward,Toulouse,Toulouse,France,Toulouse,N
Isaac Kiese Thelin,Sweden,Sweden,F,Forward,Waasland-Beveren,Beveren,Belgium,Waasland-Beveren,N
Kim Seung-gyu,South Korea,South Korea,F,Goalkeeper,Vissel Kobe,Kobe,Japan,Vissel Kobe,N
Kim Jin-hyeon,South Korea,South Korea,F,Goalkeeper,Cerezo Osaka,Osaka,Japan,Cerezo Osaka,N
Cho Hyun-woo,South Korea,South Korea,F,Goalkeeper,Daegu FC,Daegu,South Korea,Daegu FC,Y
Kim young-gwon,South Korea,South Korea,F,Defender,Guangzhou Evergrande,Guangzhou,China,Guangzhou Evergrande,N
Jang Hyun-soo,South Korea,South Korea,F,Defender,FC Tokyo,Tokyo,Japan,FC Tokyo,N
Jung Seung-hyun,South Korea,South Korea,F,Defender,Sagan Tosu,Tosu,Japan,Sagan Tosu,N
Yun Yong-sun,South Korea,South Korea,F,Defender,Seongnam FC,Seongnam,South Korea,Seongnam FC,Y
Oh Ban-suk,South Korea,South Korea,F,Defender,Jeju United,Jeju,South Korea,Jeju United,Y
Kim Min-woo,South Korea,South Korea,F,Defender,Sangju Sangmu,Sangju,South Korea,Sangju Sangmu,Y
Park Joo-ho,South Korea,South Korea,F,Defender,Ulsan Hyundai,Ulsan,South Korea,Ulsan Hyundai,Y
Hong Chul,South Korea,South Korea,F,Defender,Sangju Sangmu,Sangju,South Korea,Sangju Sangmu,Y
Go Yo-han,South Korea,South Korea,F,Defender,FC Seoul,Seoul,South Korea,FC Seoul,Y
Lee Yong,South Korea,South Korea,F,Defender,Jeonbuk Hyundai,Jeonju,South Korea,Jeonbuk Hyundai Motors,Y
Ki Sung-yueng,South Korea,South Korea,F,Midfielder,Swansea City,Swansea,UK,Swansea,N
Jung Woo-young,South Korea,South Korea,F,Midfielder,Vissel Kobe,Kobe,Japan,Vissel Kobe,N
Ju Se-jong,South Korea,South Korea,F,Midfielder,Asan Mugunghwa,Asan,South Korea,Asan Mugunghwa,Y
Koo Ja-cheol,South Korea,South Korea,F,Midfielder,FC Augsburg,Augsburg,Germany,Augsburg,N
Lee Jae-sung,South Korea,South Korea,F,Midfielder,Jeonbuk Hyundai,Jeonju,South Korea,Jeonbuk Hyundai Motors,Y
Lee Seung-woo,South Korea,South Korea,F,Midfielder,Hellas Verona,Verona,Italy,Hellas Verona,N
Moon Seon-min,South Korea,South Korea,F,Midfielder,Incheon United,Incheon,South Korea,Incheon United,Y
Kim Shin-wook,South Korea,South Korea,F,Forward,Jeonbuk Hyundai,Jeonju,South Korea,Jeonbuk Hyundai Motors,Y
Son Heung-min,South Korea,South Korea,F,Forward,Tottenham Hotspur,London,UK,Tottenham,N
Hwang Hee-chan,South Korea,South Korea,F,Forward,Red Bull Salzburg,Salzburg,Austria,Red Bull Salzburg,N
Koen Casteels,Belgium,Belgium,G,Goalkeeper,Wolfsburg,Wolfsburg,Germany,Wolfsburg,N
Thibaut Courtois,Belgium,Belgium,G,Goalkeeper,Chelsea,London,UK,Chelsea,N
Simon Mignolet,Belgium,Belgium,G,Goalkeeper,Liverpool,Liverpool,UK,Liverpool,N
Toby Alderweireld,Belgium,Belgium,G,Defender,Tottenham Hotspur,London,UK,Tottenham,N
Dedryck Boyata,Belgium,Belgium,G,Defender,Celtic,Glasgow,UK,Celtic,N
Vincent Kompany,Belgium,Belgium,G,Defender,Manchester City,Manchester,UK,Manchester City,N
Thomas Meunier,Belgium,Belgium,G,Defender,Paris St Germain,Paris,France,Paris St-Germain,N
Thomas Vermaelen,Belgium,Belgium,G,Defender,Barcelona,Barcelona,Spain,Barcelona,N
Jan Vertonghen,Belgium,Belgium,G,Defender,Tottenham Hotspur,London,UK,Tottenham,N
Yannick Carrasco,Belgium,Belgium,G,Midfielder,Dalian Yifang,Dalian,China,Dalian Yifang,N
Kevin de Bruyne,Belgium,Belgium,G,Midfielder,Manchester City,Manchester,UK,Manchester City,N
Mousa Dembele,Belgium,Belgium,G,Midfielder,Tottenham Hotspur,London,UK,Tottenham,N
Leander Dendoncker,Belgium,Belgium,G,Midfielder,Anderlecht,Anderlecht,Belgium,Anderlecht,Y
Marouane Fellaini,Belgium,Belgium,G,Midfielder,Manchester United,Manchester,UK,Manchester United,N
Eden Hazard,Belgium,Belgium,G,Midfielder,Chelsea,London,UK,Chelsea,N
Thorgan Hazard,Belgium,Belgium,G,Midfielder,Borussia Monchengladbach,Monchengladbach,Germany,Borussia Monchengladbach,N
Adnan Januzaj,Belgium,Belgium,G,Midfielder,Real Sociedad,San Sebastian,Spain,Real Sociedad,N
Youri Tielemans,Belgium,Belgium,G,Midfielder,Monaco,Monaco,Monaco,Monaco,N
Axel Witsel,Belgium,Belgium,G,Midfielder,Tianjin Quanjian,Tianjin,China,Tianjin Quanjian,N
Michy Batshuayi,Belgium,Belgium,G,Forward,Chelsea,London,UK,Chelsea,N
Nacer Chadli,Belgium,Belgium,G,Forward,West Brom,West Bromwich,UK,West Brom,N
Romelu Lukaku,Belgium,Belgium,G,Forward,Manchester United,Manchester,UK,Manchester United,N
Dries Mertens,Belgium,Belgium,G,Forward,Napoli,Naples,Italy,Napoli,N
Jose Calderon,Panama,Panama,G,Goalkeeper,Chorrillo,Panama City,Panama,Chorrillo,Y
Jaime Penedo,Panama,Panama,G,Goalkeeper,Dinamo Bucharest,Bucharest,Romania,Dinamo Bucharest,N
Alex Rodriguez,Panama,Panama,G,Goalkeeper,San Francisco,San Francisco,USA,San Francisco,N
Felipe Baloy,Panama,Panama,G,Defender,Municipal,Guatemala City,Guatemala,Municipal CSD,N
Harold Cummings,Panama,Panama,G,Defender,San Jose Earthquakes,San Jose,USA,San Jose Earthquakes,N
Erick Davis,Panama,Panama,G,Defender,Dunajska Streda,Dunajska Streda,Slovakia,Dunajska Streda,N
Fidel Escobar,Panama,Panama,G,Defender,San Miguelito,San Miguelito,Panama,San Miguelito,Y
Michael Murillo,Panama,Panama,G,Defender,New York Red Bulls,New York,USA,New York Red Bulls,N
Adolfo Machado,Panama,Panama,G,Defender,Houston Dynamo,Houston,USA,Houston Dynamo,N
Luis Ovalle,Panama,Panama,G,Defender,Olimpia,Asuncion,Paraguay,Olimpia,N
Roman Torres,Panama,Panama,G,Defender,Seattle Sounders,Seattle,USA,Seattle Sounders,N
Jose Luis Rodriguez,Panama,Panama,G,Midfielder,Gent,Ghent,Belgium,Gent,N
Yoel Barcenas,Panama,Panama,G,Midfielder,Cafetaleros de Tapachula,Tapachula,Mexico,Cafetaleros de Tapachula,N
Armando Cooper,Panama,Panama,G,Midfielder,Universidad de Chile,Santiago,Chile,Universidad de Chile,N
Anibal Godoy,Panama,Panama,G,Midfielder,San Jose Earthquakes,San Jose,USA,San Jose Earthquakes,N
Gabriel Gomez,Panama,Panama,G,Midfielder,Bucaramanga,Bucaramanga,Colombia,Bucaramanga,N
Valentin Pimentel,Panama,Panama,G,Midfielder,Plaza Amador,Panama City,Panama,Plaza Amador,Y
Alberto Quintero,Panama,Panama,G,Midfielder,Universitario,Lima,Peru,Universitario,N
Abdiel Arroyo,Panama,Panama,G,Forward,Alajuelense,Alajuela,Costa Rica,Alajuelense,N
Ismael Diaz,Panama,Panama,G,Forward,Deportivo La Coruna,A Coruna,Spain,Deportivo La Coruna,N
Blas Perez,Panama,Panama,G,Forward,Municipal,Guatemala City,Guatemala,Municipal,N
Luis Tejada,Panama,Panama,G,Forward,Sports Boys,Callao,Peru,Sports Boys,N
Gabriel Torres,Panama,Panama,G,Forward,Huachipato,Talcahuano,Chile,CD Huachipato,N
Farouk Ben Mustapha,Tunisia,Tunisia,G,Goalkeeper,Al-Shabab,Riyadh,Saudi Arabia,Al Shabab,N
Mouez Hassen,Tunisia,Tunisia,G,Goalkeeper,Nice,Nice,France,Nice,N
Aymen Mathlouthi,Tunisia,Tunisia,G,Goalkeeper,Al-Baten,Hafar Al-Batin,Saudi Arabia,Al Baten,N
Rami Bedoui,Tunisia,Tunisia,G,Defender,Etoile Sportive du Sahel,Sousse,Tunisia,Etoile du Sahel,Y
Yohan Benalouane,Tunisia,Tunisia,G,Defender,Leicester City,Leicester,UK,Leicester,N
Syam Ben Youssef,Tunisia,Tunisia,G,Defender,Kasimpasa,Istanbul,Turkey,Kasimpasa,N
Dylan Bronn,Tunisia,Tunisia,G,Defender,Gent,Ghent,Belgium,Gent,N
Oussama Haddadi,Tunisia,Tunisia,G,Defender,Dijon,Dijon,France,Dijon,N
Ali Maaloul,Tunisia,Tunisia,G,Defender,Al-Ahly,Cairo,Egypt,Al Ahly,N
Yassine Meriah,Tunisia,Tunisia,G,Defender,CS Sfaxien,Sfax,Tunisia,CS Sfaxien,Y
Hamdi Nagguez,Tunisia,Tunisia,G,Defender,Zamalek,Giza,Egypt,Zamalek,N
Wahbi Khazri,Tunisia,Tunisia,G,Midfielder,Rennes,Rennes,France,Rennes,N
Anice Badri,Tunisia,Tunisia,G,Midfielder,Esperance,Tunis,Tunisia,Esperance,Y
Mohamed Amine Ben Amor,Tunisia,Tunisia,G,Midfielder,Etoile Sportive du Sahel,Sousse,Tunisia,Etoile Sportive du Sahel,Y
Ferjani Sassi,Tunisia,Tunisia,G,Midfielder,Al-Nasr,Dubai,UAE,Al Nasr,N
Ellyes Skhiri,Tunisia,Tunisia,G,Midfielder,Montpellier,Montpellier,France,Montpellier,N
Saifeddine Khaoui,Tunisia,Tunisia,G,Forward,Marseille,Marseille,France,Marseille,N
Fakhreddine Ben Youssef,Tunisia,Tunisia,G,Forward,Al-Ettifaq,Dammam,Saudi Arabia,Al Ettifaq,N
Saber Khalifa,Tunisia,Tunisia,G,Forward,Club Africain,Tunis,Tunisia,Club Africain,Y
Bassem Srarfi,Tunisia,Tunisia,G,Forward,Nice,Nice,France,Nice,N
Naim Sliti,Tunisia,Tunisia,G,Forward,Lille OSC,Lille,France,Lille,N
Ahmed Khalil,Tunisia,Tunisia,G,Forward,Club Africain,Tunis,Tunisia,Club Africain,Y
Ghaylen Chaaleli,Tunisia,Tunisia,G,Forward,Esperance,Tunis,Tunisia,Esperance,Y
Jack Butland,England,UK,G,Goalkeeper,Stoke City,Stoke-on-Trent,UK,Stoke,Y
Jordan Pickford,England,UK,G,Goalkeeper,Everton,Liverpool,UK,Everton,Y
Nick Pope,England,UK,G,Goalkeeper,Burnley,Burnley,UK,Burnley,Y
Trent Alexander-Arnold,England,UK,G,Defender,Liverpool,Liverpool,UK,Liverpool,Y
Gary Cahill,England,UK,G,Defender,Chelsea,London,UK,Chelsea,Y
Fabian Delph,England,UK,G,Defender,Manchester City,Manchester,UK,Manchester City,Y
Phil Jones,England,UK,G,Defender,Manchester United,Manchester,UK,Manchester United,Y
Harry Maguire,England,UK,G,Defender,Leicester City,Leicester,UK,Leicester,Y
Danny Rose,England,UK,G,Defender,Tottenham Hotspur,London,UK,Tottenham,Y
John Stones,England,UK,G,Defender,Manchester City,Manchester,UK,Manchester City,Y
Kieran Trippier,England,UK,G,Defender,Tottenham Hotspur,London,UK,Tottenham,Y
Kyle Walker,England,UK,G,Defender,Manchester City,Manchester,UK,Manchester City,Y
Ashley Young,England,UK,G,Defender,Manchester United,Manchester,UK,Manchester United,Y
Dele Alli,England,UK,G,Midfielder,Tottenham Hotspur,London,UK,Tottenham,Y
Eric Dier,England,UK,G,Midfielder,Tottenham Hotspur,London,UK,Tottenham,Y
Jordan Henderson,England,UK,G,Midfielder,Liverpool,Liverpool,UK,Liverpool,Y
Jesse Lingard,England,UK,G,Midfielder,Manchester United,Manchester,UK,Manchester United,Y
Ruben Loftus-Cheek,England,UK,G,Midfielder,Chelsea,London,UK,Chelsea,Y
Harry Kane,England,UK,G,Forward,Tottenham Hotspur,London,UK,Tottenham,Y
Marcus Rashford,England,UK,G,Forward,Manchester United,Manchester,UK,Manchester United,Y
Raheem Sterling,England,UK,G,Forward,Manchester City,Manchester,UK,Manchester City,Y
Jamie Vardy,England,UK,G,Forward,Leicester City,Leicester,UK,Leicester,Y
Danny Welbeck,England,UK,G,Forward,Arsenal,London,UK,Arsenal,Y
Bartosz Bialkowski,Poland,Poland,H,Goalkeeper,Ipswich,Ipswich,UK,Ipswich,N
Lukasz Fabianski,Poland,Poland,H,Goalkeeper,Swansea City,Swansea,UK,Swansea City,N
Wojciech Szczesny,Poland,Poland,H,Goalkeeper,Juventus,Turin,Italy,Juventus,N
Jan Bednarek,Poland,Poland,H,Defender,Southampton,Southampton,UK,Southampton,N
Bartosz Bereszynski,Poland,Poland,H,Defender,Sampdoria,Genoa,Italy,Sampdoria,N
Thiago Cionek,Poland,Poland,H,Defender,SPAL,Ferrara,Italy,SPAL,N
Kamil Glik,Poland,Poland,H,Defender,Monaco,Monaco,Monaco,Monaco,N
Artur Jedrzejczyk,Poland,Poland,H,Defender,Legia Warsaw,Warsaw,Poland,Legia Warsaw,Y
Michal Pazdan,Poland,Poland,H,Defender,Legia Warsaw,Warsaw,Poland,Legia Warsaw,Y
Lukasz Piszczek,Poland,Poland,H,Defender,Borussia Dortmund,Dortmund,Germany,Borussia Dortmund,N
Jakub Blaszczykowski,Poland,Poland,H,Midfielder,Wolfsburg,Wolfsburg,Germany,Wolfsburg,N
Jacek Goralski,Poland,Poland,H,Midfielder,Ludogorets Razgrad,Razgrad,Bulgaria,Ludogorets Razgrad,N
Kamil Grosicki,Poland,Poland,H,Midfielder,Hull City,Hull,UK,Hull City,N
Grzegorz Krychowiak,Poland,Poland,H,Midfielder,Paris St Germain,Paris,France,Paris St-Germain,N
Rafal Kurzawa,Poland,Poland,H,Midfielder,Gornik Zabrze,Zabrze,Poland,Gornik Zabrze,Y
Karol Linetty,Poland,Poland,H,Midfielder,Sampdoria,Genoa,Italy,Sampdoria,N
Slawomir Peszko,Poland,Poland,H,Midfielder,Lechnia Gdansk,Gdansk,Poland,Lechnia Gdansk,Y
Maciej Rybus,Poland,Poland,H,Midfielder,Lokomotiv Moscow,Moscow,Russia,Lokomotiv Moscow,N
Piotr Zielinski,Poland,Poland,H,Midfielder,Napoli,Naples,Italy,Napoli,N
Dawid Kownacki,Poland,Poland,H,Forward,Sampdoria,Genoa,Italy,Sampdoria,N
Robert Lewandowski,Poland,Poland,H,Forward,Bayern Munich,Munich,Germany,Bayern Munich,N
Arkadiusz Milik,Poland,Poland,H,Forward,Napoli,Naples,Italy,Napoli,N
Lukasz Teodorczyk,Poland,Poland,H,Forward,Anderlecht,Anderlecht,Belgium,Anderlecht,N
Khadim N'Diaye,Senegal,Senegal,H,Goalkeeper,Horoya AC,Conakry,Guinea,Horoya AC,N
Abdoulaye Diallo,Senegal,Senegal,H,Goalkeeper,Rennes,Rennes,France,Rennes,N
Alfred Gomis,Senegal,Senegal,H,Goalkeeper,Torino,Turin,Italy,Torino,N
Kara Mbodji,Senegal,Senegal,H,Defender,Anderlecht,Anderlecht,Belgium,Anderlecht,N
Kalidou Koulibaly,Senegal,Senegal,H,Defender,Napoli,Naples,Italy,Napoli,N
Moussa Wague,Senegal,Senegal,H,Defender,Eupen,Eupen,Belgium,Eupen,N
Saliou Ciss,Senegal,Senegal,H,Defender,Angers,Angers,France,Angers,N
Youssouf Sabaly,Senegal,Senegal,H,Defender,Bordeaux,Bordeaux,France,Bordeaux,N
Lamine Gassama,Senegal,Senegal,H,Defender,Alanyaspor,Alanya,Turkey,Alanyaspor,N
Badou Ndiaye,Senegal,Senegal,H,Midfielder,Stoke City,Stoke-on-Trent,UK,Stoke,N
Idrissa Gueye,Senegal,Senegal,H,Midfielder,Everton,Liverpool,UK,Everton,N
Cheikhou Kouyate,Senegal,Senegal,H,Midfielder,West Ham,London,UK,West Ham,N
Cheikh N'Doye,Senegal,Senegal,H,Midfielder,Birmingham City,Birmingham,UK,Birmingham,N
Salif Sane,Senegal,Senegal,H,Midfielder,Hannover 96,Hannover,Germany,Hannover 96,N
Alfred N'Diaye,Senegal,Senegal,H,Midfielder,Villarreal,Villarreal,Spain,Villarreal,N
Moussa Sow,Senegal,Senegal,H,Forward,Bursaspor,Bursa,Turkey,Bursaspor,N
Sadio Mane,Senegal,Senegal,H,Forward,Liverpool,Liverpool,UK,Liverpool,N
Keita Balde Diao,Senegal,Senegal,H,Forward,Monaco,Monaco,Monaco,Monaco,N
Moussa Konate,Senegal,Senegal,H,Forward,Amiens,Amiens,France,Amiens,N
Ismaila Sarr,Senegal,Senegal,H,Forward,Rennes,Rennes,France,Rennes,N
Diafra Sakho,Senegal,Senegal,H,Forward,Rennes,Rennes,France,Rennes,N
Mame Biram Diouf,Senegal,Senegal,H,Forward,Stoke City,Stoke-on-Trent,UK,Stoke,N
M'Baye Niang,Senegal,Senegal,H,Forward,AC Milan,Milan,Italy,AC Milan,N
David Ospina,Colombia,Colombia,H,Goalkeeper,Arsenal,London,UK,Arsenal,N
Camilo Vargas,Colombia,Colombia,H,Goalkeeper,Deportivo Cali,Cali,Colombia,Deportivo Cali,Y
Jose Fernando Cuadrado,Colombia,Colombia,H,Goalkeeper,Once Caldas,Manizales,Colombia,Once Caldas,Y
Cristian Zapata,Colombia,Colombia,H,Defender,AC Milan,Milan,Italy,Milan,N
Davinson Sanchez,Colombia,Colombia,H,Defender,Tottenham Hotspur,London,UK,Tottenham,N
Santiago Arias,Colombia,Colombia,H,Defender,PSV Eindhoven,Eindhoven,Netherlands,PSV Eindhoven,N
Oscar Murillo,Colombia,Colombia,H,Defender,Pachuca,Pachuca,Mexico,Pachuca,N
Frank Fabra,Colombia,Colombia,H,Defender,Boca Juniors,Buenos Aires,Argentina,Boca Juniors,N
Johan Mojica,Colombia,Colombia,H,Defender,Girona,Girona,Spain,Girona,N
Yerry Mina,Colombia,Colombia,H,Defender,Barcelona,Barcelona,Spain,Barcelona,N
Wílmar Barrios,Colombia,Colombia,H,Midfielder,Boca Juniors,Buenos Aires,Argentina,Boca Juniors,N
Carlos Sanchez,Colombia,Colombia,H,Midfielder,Espanyol,Barcelona,Spain,Espanyol,N
Jefferson Lerma,Colombia,Colombia,H,Midfielder,Levante,Valencia,Spain,Levante,N
Jose Izquierdo,Colombia,Colombia,H,Midfielder,Brighton,Brighton,UK,Brighton,N
James Rodriguez,Colombia,Colombia,H,Midfielder,Bayern Munich,Munich,Germany,Bayern Munich,N
Abel Aguilar,Colombia,Colombia,H,Midfielder,Deportivo Cali,Cali,Colombia,Deportivo Cali,Y
Mateus Uribe,Colombia,Colombia,H,Midfielder,America,Mexico City,Mexico,America,N
Juan Fernando Quintero,Colombia,Colombia,H,Midfielder,River Plate,Buenos Aires,Argentina,River Plate,N
Juan Cuadrado,Colombia,Colombia,H,Midfielder,Juventus,Turin,Italy,Juventus,N
Radamel Falcao,Colombia,Colombia,H,Forward,Monaco,Monaco,Monaco,Monaco,N
Miguel Borja,Colombia,Colombia,H,Forward,Palmeiras,Sao Paulo,Brazil,Palmeiras,N
Carlos Bacca,Colombia,Colombia,H,Forward,Villarreal,Villarreal,Spain,Villarreal,N
Luis Fernando Muriel,Colombia,Colombia,H,Forward,Sevilla,Seville,Spain,Sevilla,N
Eiji Kawashima,Japan,Japan,H,Goalkeeper,Metz,Metz,France,Metz,N
Masaaki Higashiguchi,Japan,Japan,H,Goalkeeper,Gamba Osaka,Osaka,Japan,Gamba Osaka,Y
Kosuke Nakamura,Japan,Japan,H,Goalkeeper,Kashiwa Reysol,Kashiwa,Japan,Kashiwa Reysol,Y
Yuto Nagatomo,Japan,Japan,H,Defender,Galatasaray,Istanbul,Turkey,Galatasaray,N
Tomoaki Makino,Japan,Japan,H,Defender,Urawa Reds,Saitama,Japan,Urawa Reds,Y
Wataru Endo,Japan,Japan,H,Defender,Urawa Reds,Saitama,Japan,Urawa Reds,Y
Maya Yoshida,Japan,Japan,H,Defender,Southampton,Southampton,UK,Southampton,N
Hiroki Sakai,Japan,Japan,H,Defender,Marseille,Marseille,France,Marseille,N
Gotoku Sakai,Japan,Japan,H,Defender,Hamburg,Hamburg,Germany,Hamburg,N
Gen Shoji,Japan,Japan,H,Defender,Kashima Antlers,Kashima,Japan,Kashima Antlers,Y
Naomichi Ueda,Japan,Japan,H,Defender,Kashima Antlers,Kashima,Japan,Kashima Antlers,Y
Makoto Hasebe,Japan,Japan,H,Midfielder,Eintracht Frankfurt,Frankfurt,Germany,Eintracht Frankfurt,N
Keisuke Honda,Japan,Japan,H,Midfielder,Pachuca,Pachuca,Mexico,Pachuca,N
Takashi Inui,Japan,Japan,H,Midfielder,Eibar,Eibar,Spain,Eibar,N
Shinji Kagawa,Japan,Japan,H,Midfielder,Borussia Dortmund,Dortmund,Germany,Dortmund,N
Hotaru Yamaguchi,Japan,Japan,H,Midfielder,Cerezo Osaka,Osaka,Japan,Cerezo Osaka,Y
Genki Haraguchi,Japan,Japan,H,Midfielder,Hertha Berlin,Berlin,Germany,Hertha Berlin,N
Takashi Usami,Japan,Japan,H,Midfielder,FC Augsburg,Augsburg,Germany,Augsburg,N
Gaku Shibasaki,Japan,Japan,H,Midfielder,Getafe,Madrid,Spain,Getafe,N
Ryota Oshima,Japan,Japan,H,Midfielder,Kawasaki Frontale,Kawasaki,Japan,Kawasaki Frontale,Y
Shinji Okazaki,Japan,Japan,H,Forward,Leicester City,Leicester,UK,Leicester,N
Yuya Osako,Japan,Japan,H,Forward,Werder Bremen,Bremen,Germany,Werder Bremen,N
Yoshinori Muto,Japan,Japan,H,Forward,Mainz,Mainz,Germany,Mainz,N
